ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
596,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,23,none,for free,2-3,skilled employee/official,0 to 2,False,False,1,0
284,male,divorced/separated,... < 0 DM,24,all credits at this bank paid back duly,others,3878,... < 100 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,37,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
43,female,single,no checking account,30,all credits at this bank paid back duly,car (new),6187,... < 100 DM,4 <= ... < 7 years,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,24,none,for free,2-3,skilled employee/official,0 to 2,False,False,0,0
144,female/male,female (non-single) or male (single),... >= 200 DM,21,all credits at this bank paid back duly,car (used),2288,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,car or other,23,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
546,female/male,female (non-single) or male (single),... >= 200 DM,24,all credits at this bank paid back duly,others,2022,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,37,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
618,female/male,female (non-single) or male (single),... < 0 DM,30,no credits taken/all credits paid back duly,car (used),3441,... < 100 DM,1 <= ... < 4 years,25 <= ... < 35,co-applicant,>= 7 yrs,building society savings agreement/life insurance,21,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
69,female/male,female (non-single) or male (single),... >= 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2394,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
428,male,married/widowed,... >= 200 DM,9,no credits taken/all credits paid back duly,car (used),1313,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,20,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
72,male,married/widowed,no checking account,8,all credits at this bank paid back duly,business,1164,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,real estate,51,bank,own,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
497,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (used),1585,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,40,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
59,female/male,female (non-single) or male (single),no checking account,36,all credits at this bank paid back duly,car (used),6229,unknown/no savings account,... < 1 year,< 20,co-applicant,>= 7 yrs,real estate,23,none,for free,2-3,unskilled - resident,0 to 2,True,False,1,0
14,female/male,female (non-single) or male (single),no checking account,15,no credits taken/all credits paid back duly,others,1403,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,28,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
860,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (new),5804,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
645,male,married/widowed,... >= 200 DM,36,existing credits paid back duly till now,retraining,7980,.. >= 1000 DM,... < 1 year,< 20,none,>= 7 yrs,building society savings agreement/life insurance,27,none,for free,2-3,skilled employee/official,0 to 2,True,False,1,1
825,female,single,no checking account,21,all credits at this bank paid back duly,others,1602,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
865,female/male,female (non-single) or male (single),... >= 200 DM,15,no credits taken/all credits paid back duly,car (used),2221,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,20,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
531,female/male,female (non-single) or male (single),... < 0 DM,15,no credits taken/all credits paid back duly,others,2631,... < 100 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,28,none,for free,2-3,skilled employee/official,0 to 2,True,False,1,1
160,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,2872,... < 100 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,36,none,rent,1,skilled employee/official,3 or more,True,False,0,1
496,male,married/widowed,... < 0 DM,36,no credits taken/all credits paid back duly,car (used),9034,... < 100 DM,... < 1 year,< 20,co-applicant,< 1 yr,real estate,29,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
367,female/male,female (non-single) or male (single),no checking account,18,no credits taken/all credits paid back duly,car (used),3650,unknown/no savings account,... < 1 year,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,22,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
429,female/male,female (non-single) or male (single),no checking account,18,all credits at this bank paid back duly,domestic appliances,1190,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,55,none,own,4-5,unemployed/unskilled - non-resident,3 or more,False,False,1,1
594,male,married/widowed,no checking account,24,critical account/other credits existing (not at this bank),business,1358,.. >= 1000 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,40,stores,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
629,male,married/widowed,... >= 200 DM,9,no credits taken/all credits paid back duly,repairs,3832,.. >= 1000 DM,.. >= 7 years,>= 35,none,>= 7 yrs,unknown/no property,64,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
390,female,single,... >= 200 DM,18,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
647,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,others,1386,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
931,female/male,female (non-single) or male (single),... < 0 DM,9,no credits taken/all credits paid back duly,furniture/equipment,1670,unknown/no savings account,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,0 to 2,True,False,1,0
306,female/male,female (non-single) or male (single),... >= 200 DM,30,no credits taken/all credits paid back duly,car (new),4811,.. >= 1000 DM,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,24,stores,for free,1,unskilled - resident,0 to 2,False,False,0,0
665,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,business,6314,unknown/no savings account,unemployed,< 20,co-applicant,1 <= ... < 4 yrs,real estate,27,bank,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
724,female/male,female (non-single) or male (single),... >= 200 DM,27,no credits taken/all credits paid back duly,others,2570,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,4 <= ... < 7 yrs,unknown/no property,21,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
467,male,married/widowed,... >= 200 DM,48,existing credits paid back duly till now,furniture/equipment,7238,.. >= 1000 DM,.. >= 7 years,20 <= ... < 25,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,32,bank,rent,2-3,skilled employee/official,3 or more,False,False,0,1
796,male,married/widowed,no checking account,18,no credits taken/all credits paid back duly,car (new),7511,.. >= 1000 DM,.. >= 7 years,>= 35,none,>= 7 yrs,car or other,51,none,own,1,skilled employee/official,3 or more,True,False,1,1
941,male,married/widowed,... >= 200 DM,10,no credits taken/all credits paid back duly,others,1546,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,31,none,rent,1,unskilled - resident,3 or more,False,True,0,1
463,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,vacation,754,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,38,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
830,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,retraining,2375,100 <= ... < 500 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,44,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
136,male,married/widowed,... >= 200 DM,27,existing credits paid back duly till now,car (new),8613,500 <= ... < 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
92,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,797,.. >= 1000 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,car or other,33,bank,rent,1,unskilled - resident,3 or more,False,False,1,1
456,male,married/widowed,no checking account,11,all credits at this bank paid back duly,others,3905,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,36,none,for free,2-3,skilled employee/official,3 or more,False,False,0,1
917,male,married/widowed,no checking account,6,no credits taken/all credits paid back duly,others,14896,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,real estate,68,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
328,male,married/widowed,0 <= ... < 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,4473,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
923,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,others,2002,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,car or other,30,none,for free,1,skilled employee/official,3 or more,True,False,0,1
402,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,retraining,8648,unknown/no savings account,... < 1 year,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,27,bank,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
808,male,married/widowed,... < 0 DM,42,critical account/other credits existing (not at this bank),car (new),9283,unknown/no savings account,unemployed,>= 35,none,1 <= ... < 4 yrs,real estate,55,bank,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
486,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,3077,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,52,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
180,male,divorced/separated,... >= 200 DM,36,existing credits paid back duly till now,retraining,9572,unknown/no savings account,... < 1 year,>= 35,none,< 1 yr,building society savings agreement/life insurance,28,none,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
177,male,married/widowed,no checking account,6,all credits at this bank paid back duly,furniture/equipment,338,100 <= ... < 500 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,52,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
113,female/male,female (non-single) or male (single),... >= 200 DM,36,all credits at this bank paid back duly,others,7855,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,25,stores,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
910,female/male,female (non-single) or male (single),... >= 200 DM,36,existing credits paid back duly till now,furniture/equipment,4454,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,34,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
962,male,married/widowed,... >= 200 DM,15,no credits taken/all credits paid back duly,others,3556,.. >= 1000 DM,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,real estate,29,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
757,male,married/widowed,0 <= ... < 200 DM,15,all credits at this bank paid back duly,furniture/equipment,1271,.. >= 1000 DM,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,real estate,39,none,own,2-3,skilled employee/official,0 to 2,True,False,1,1
156,male,married/widowed,no checking account,9,all credits at this bank paid back duly,domestic appliances,1288,... < 100 DM,.. >= 7 years,20 <= ... < 25,guarantor,>= 7 yrs,unknown/no property,48,none,rent,2-3,skilled employee/official,3 or more,False,True,0,1
541,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,others,2032,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,60,none,own,2-3,skilled employee/official,0 to 2,True,False,0,1
360,male,married/widowed,... < 0 DM,18,no credits taken/all credits paid back duly,repairs,1239,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,61,none,own,1,skilled employee/official,0 to 2,False,False,0,1
572,female/male,female (non-single) or male (single),... >= 200 DM,24,no credits taken/all credits paid back duly,car (new),5433,.. >= 1000 DM,unemployed,25 <= ... < 35,none,>= 7 yrs,car or other,26,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
928,male,married/widowed,... >= 200 DM,30,no credits taken/all credits paid back duly,furniture/equipment,1867,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,58,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
958,male,married/widowed,no checking account,28,no credits taken/all credits paid back duly,others,4006,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,45,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
946,male,married/widowed,no checking account,24,critical account/other credits existing (not at this bank),car (used),3349,100 <= ... < 500 DM,... < 1 year,< 20,none,>= 7 yrs,real estate,30,none,own,1,skilled employee/official,3 or more,True,False,1,1
479,male,married/widowed,no checking account,15,all credits at this bank paid back duly,car (used),1478,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,44,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
986,male,divorced/separated,0 <= ... < 200 DM,42,delay in paying off in the past,retraining,6289,unknown/no savings account,... < 1 year,25 <= ... < 35,none,< 1 yr,car or other,33,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
672,male,married/widowed,... >= 200 DM,60,no credits taken/all credits paid back duly,others,10366,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,42,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
505,male,married/widowed,... >= 200 DM,10,no credits taken/all credits paid back duly,others,1309,.. >= 1000 DM,1 <= ... < 4 years,< 20,guarantor,>= 7 yrs,car or other,27,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
120,female/male,female (non-single) or male (single),no checking account,21,no credits taken/all credits paid back duly,furniture/equipment,1835,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,25,none,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
885,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,repairs,795,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,car or other,53,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
265,male,married/widowed,... < 0 DM,15,no credits taken/all credits paid back duly,furniture/equipment,802,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,37,none,rent,1,skilled employee/official,3 or more,False,False,1,1
936,female/male,female (non-single) or male (single),0 <= ... < 200 DM,9,no credits taken/all credits paid back duly,furniture/equipment,745,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,28,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
976,female/male,female (non-single) or male (single),... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,753,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,guarantor,4 <= ... < 7 yrs,unknown/no property,64,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
439,female/male,female (non-single) or male (single),0 <= ... < 200 DM,12,critical account/other credits existing (not at this bank),retraining,609,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,unknown/no property,26,none,rent,1,unemployed/unskilled - non-resident,0 to 2,False,False,1,1
175,female/male,female (non-single) or male (single),... >= 200 DM,30,critical account/other credits existing (not at this bank),car (new),7485,.. >= 1000 DM,unemployed,< 20,none,< 1 yr,unknown/no property,53,bank,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
141,female/male,female (non-single) or male (single),... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,4795,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,real estate,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
493,male,married/widowed,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,368,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,38,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
942,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,car (used),929,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,stores,rent,1,skilled employee/official,0 to 2,True,False,0,1
995,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,car (used),1736,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,31,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
195,female/male,female (non-single) or male (single),... < 0 DM,9,all credits at this bank paid back duly,repairs,1501,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,34,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
651,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),1922,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,37,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
80,female/male,female (non-single) or male (single),... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,5943,.. >= 1000 DM,... < 1 year,>= 35,none,< 1 yr,building society savings agreement/life insurance,44,none,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
148,male,married/widowed,no checking account,36,all credits at this bank paid back duly,car (used),5371,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,guarantor,1 <= ... < 4 yrs,car or other,28,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
194,male,married/widowed,... < 0 DM,45,no credits taken/all credits paid back duly,furniture/equipment,3031,... < 100 DM,1 <= ... < 4 years,< 20,guarantor,>= 7 yrs,car or other,21,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
475,female/male,female (non-single) or male (single),no checking account,18,delay in paying off in the past,car (used),3114,unknown/no savings account,... < 1 year,>= 35,none,>= 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
304,male,married/widowed,... >= 200 DM,48,all credits at this bank paid back duly,others,10127,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,44,bank,own,1,skilled employee/official,0 to 2,False,False,1,1
447,male,married/widowed,... < 0 DM,7,no credits taken/all credits paid back duly,furniture/equipment,2576,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown/no property,35,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
911,female/male,female (non-single) or male (single),... < 0 DM,24,all credits at this bank paid back duly,car (used),4736,unknown/no savings account,... < 1 year,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,25,bank,rent,1,unskilled - resident,0 to 2,False,False,1,1
474,female,single,... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,1245,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,33,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
707,female/male,female (non-single) or male (single),... < 0 DM,12,delay in paying off in the past,car (used),2969,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,car or other,25,none,for free,2-3,skilled employee/official,0 to 2,False,False,1,1
229,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (used),3149,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,real estate,22,bank,own,1,skilled employee/official,0 to 2,False,False,0,0
843,male,married/widowed,... >= 200 DM,24,critical account/other credits existing (not at this bank),retraining,1559,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,50,bank,rent,1,skilled employee/official,0 to 2,True,False,0,1
939,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (new),6842,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,car or other,46,none,rent,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
216,male,married/widowed,no checking account,18,delay in paying off in the past,retraining,3104,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,< 1 yr,car or other,31,bank,rent,1,skilled employee/official,0 to 2,True,False,0,1
167,female/male,female (non-single) or male (single),... < 0 DM,11,no credits taken/all credits paid back duly,car (used),1577,500 <= ... < 1000 DM,... < 1 year,< 20,none,< 1 yr,unknown/no property,20,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
754,male,married/widowed,... >= 200 DM,12,existing credits paid back duly till now,domestic appliances,1555,500 <= ... < 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,55,none,own,2-3,skilled employee/official,3 or more,False,False,1,1
187,male,married/widowed,... < 0 DM,16,all credits at this bank paid back duly,others,1175,unknown/no savings account,unemployed,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,68,none,own,4-5,unemployed/unskilled - non-resident,0 to 2,True,False,0,1
678,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,2384,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,64,bank,for free,1,unskilled - resident,0 to 2,False,False,0,1
309,female,single,... < 0 DM,9,no credits taken/all credits paid back duly,others,276,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,22,none,for free,1,unskilled - resident,0 to 2,False,False,0,0
454,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,others,4817,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,True,False,1,1
720,male,married/widowed,0 <= ... < 200 DM,9,delay in paying off in the past,furniture/equipment,1337,unknown/no savings account,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,34,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
542,male,married/widowed,no checking account,30,no credits taken/all credits paid back duly,car (used),6350,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
728,female/male,female (non-single) or male (single),... < 0 DM,48,critical account/other credits existing (not at this bank),retraining,6416,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,real estate,59,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
922,female/male,female (non-single) or male (single),no checking account,9,no credits taken/all credits paid back duly,furniture/equipment,1366,unknown/no savings account,... < 1 year,20 <= ... < 25,none,>= 7 yrs,car or other,22,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
909,female/male,female (non-single) or male (single),... < 0 DM,9,no credits taken/all credits paid back duly,others,3195,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,unknown/no property,33,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
70,female/male,female (non-single) or male (single),... >= 200 DM,36,no credits taken/all credits paid back duly,car (new),8133,unknown/no savings account,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,car or other,30,bank,rent,1,skilled employee/official,0 to 2,False,False,0,1
619,male,divorced/separated,... >= 200 DM,12,no credits taken/all credits paid back duly,others,640,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,49,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
940,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,others,3527,.. >= 1000 DM,... < 1 year,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,45,none,rent,1,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
872,male,married/widowed,no checking account,24,all credits at this bank paid back duly,retraining,1382,... < 100 DM,4 <= ... < 7 years,< 20,none,< 1 yr,unknown/no property,26,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
67,female,single,... < 0 DM,12,no credits taken/all credits paid back duly,others,1007,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,< 1 yr,unknown/no property,22,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
677,female,single,... < 0 DM,72,no credits taken/all credits paid back duly,furniture/equipment,5595,... < 100 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
53,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,car (new),3378,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,< 1 yr,car or other,31,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
991,male,married/widowed,... >= 200 DM,15,critical account/other credits existing (not at this bank),furniture/equipment,1569,... < 100 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,34,bank,rent,1,unskilled - resident,3 or more,False,False,0,1
591,female/male,female (non-single) or male (single),... < 0 DM,24,existing credits paid back duly till now,others,1965,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,42,none,for free,2-3,skilled employee/official,0 to 2,True,False,0,1
835,male,married/widowed,no checking account,12,delay in paying off in the past,others,1082,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,48,bank,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
717,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,furniture/equipment,1505,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,real estate,32,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
731,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,1987,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,unknown/no property,21,none,for free,1,unskilled - resident,3 or more,False,False,1,0
393,female/male,female (non-single) or male (single),no checking account,6,all credits at this bank paid back duly,furniture/equipment,1957,unknown/no savings account,4 <= ... < 7 years,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
925,male,married/widowed,no checking account,12,critical account/other credits existing (not at this bank),others,697,unknown/no savings account,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,46,bank,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
